Information about barcoded specimens. Sample Ids starting with "cvb" derive from a preliminary study about army ant diets and are not considered in army ant-prey network analyses.																											
Sequence information and depository								Systematic classicfication									Life history information		Collection information								
BOLD Project Code	Process ID	Sample ID	BIN	COI Sequence Length	GenBank Accession	Image Count	Specimen Deposition	Phylum	Class	Order	Family	Subfamily	Genus	Species	Identifier	Identification Method	Life Stage	Associated Taxa	Collectors	Collection Date	Country	State/Province	Region	Exact Site	Event Time	Habitat	Collection Notes
APREY	APREY103-18	cvb094prey007	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	18-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	20:00-3:00	Tropical rainforest	collected during army ant emigration
APREY	APREY104-18	cvb094prey008	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	18-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	20:00-3:00	Tropical rainforest	collected during army ant emigration
APREY	APREY105-18	cvb193prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	04-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:00-4:00	Tropical rainforest	collected during army ant emigration
APREY	APREY106-18	cvb537prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	06-Apr-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-1:00	Tropical rainforest	collected during army ant emigration
APREY	APREY107-18	cvb537prey002	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	06-Apr-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-1:00	Tropical rainforest	collected during army ant emigration
APREY	APREY108-18	cvb537prey003	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	06-Apr-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-1:00	Tropical rainforest	collected during army ant emigration
APREY	APREY109-18	cvb537prey004	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	06-Apr-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-1:00	Tropical rainforest	collected during army ant emigration
APREY	APREY110-18	cvb596prey003	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	21-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	19:30-22:00	Tropical rainforest	collected during army ant emigration
APREY	APREY111-18	cvb596prey004	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	21-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	19:30-22:00	Tropical rainforest	collected during army ant emigration
APREY	APREY112-18	cvb596prey005	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	30-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant emigration
APREY	APREY113-18	cvb638prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	30-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant emigration
APREY	APREY114-18	cvb701prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	07-Apr-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:00	Tropical rainforest	collected during army ant emigration
APREY	APREY115-18	cvb718prey004	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton dulcium	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	14-Apr-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-00:15	Tropical rainforest	collected during army ant emigration
APREY	APREY116-18	cvb471prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton sp.	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	31-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY117-18	cvb471prey002	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton sp.	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	31-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY118-18	cvb471prey003	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton sp.	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	31-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY119-18	cvb538prey002	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	07-Apr-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:00-20:00	Tropical rainforest	collected during army ant emigration
APREY	APREY120-18	cvb538prey003	BOLD:AAB5129	508	MK207955	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole dossena	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	07-Apr-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:00-20:00	Tropical rainforest	collected during army ant emigration
APREY	APREY121-18	cvb602prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Dolichoderinae	Dolichoderus	Dolichoderus sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	23-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-18:45	Tropical rainforest	collected during army ant raiding
APREY	APREY122-18	cvb602prey002	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Dolichoderinae	Dolichoderus	Dolichoderus sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	23-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-18:45	Tropical rainforest	collected during army ant raiding
APREY	APREY123-18	cvb602prey003	BOLD:ADN9467	658	MK207708	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Dolichoderinae	Dolichoderus	Dolichoderus sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	23-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-18:45	Tropical rainforest	collected during army ant raiding
APREY	APREY124-18	cvb602prey004	BOLD:ADN9467	658	MK207706	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Dolichoderinae	Dolichoderus	Dolichoderus sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	23-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-18:45	Tropical rainforest	collected during army ant raiding
APREY	APREY125-18	cvb606prey001	BOLD:ADF9621	627	MK207452	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	23-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	19:00-22:00	Tropical rainforest	collected during army ant emigration
APREY	APREY126-18	cvb606prey002	BOLD:ADF9621	624	MK207453	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	23-Mar-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	19:00-22:00	Tropical rainforest	collected during army ant emigration
APREY	APREY127-18	cvb017prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	10-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:00	Tropical rainforest	collected during army ant emigration
APREY	APREY128-18	cvb017prey002	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	10-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:00	Tropical rainforest	collected during army ant emigration
APREY	APREY129-18	cvb017prey003	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	10-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:00	Tropical rainforest	collected during army ant emigration
APREY	APREY130-18	cvb726prey002	BOLD:AAP3408	658	MK207764	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Mayaponera	Mayaponera constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	17-Apr-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	20:45-05:15	Tropical rainforest	collected during army ant raiding
APREY	APREY131-18	cvb726prey003	BOLD:ADN3955	658	MK207727	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ectatomminae	Gnamptogenys	Gnamptogenys sp. 2	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton mexicanum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	17-Apr-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	20:45-05:15	Tropical rainforest	collected during army ant raiding
APREY	APREY132-18	cvb726prey004	BOLD:ADN3955	658	MK207728	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ectatomminae	Gnamptogenys	Gnamptogenys sp. 2	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton mexicanum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	17-Apr-2014	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	20:45-05:15	Tropical rainforest	collected during army ant raiding
APREY	APREY133-18	cvb381prey001	BOLD:ADF9621	621	MK207454	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	19-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY134-18	cvb381prey002	BOLD:ADF9621	553	MK207461	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	19-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY135-18	cvb381prey003	BOLD:ADF9621	606	MK207448	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	19-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY136-18	cvb381prey004	BOLD:ADF9621	599	MK207447	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Acromyrmex	Acromyrmex volcanus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	19-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	18:00-21:00	Tropical rainforest	collected during army ant raiding
APREY	APREY137-18	cvb011prey005	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	08-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:15	Tropical rainforest	collected during army ant emigration
APREY	APREY138-18	cvb433prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	25-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-23:45	Tropical rainforest	collected during army ant emigration
APREY	APREY139-18	cvb433prey002	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	25-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-23:45	Tropical rainforest	collected during army ant emigration
APREY	APREY140-18	cvb433prey003	BOLD:AAB5129	515	MK207983	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole dossena	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	25-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-23:45	Tropical rainforest	collected during army ant emigration
APREY	APREY141-18	cvb433prey004	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	25-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-23:45	Tropical rainforest	collected during army ant emigration
APREY	APREY142-18	cvb433prey005	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	25-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:00-23:45	Tropical rainforest	collected during army ant emigration
APREY	APREY143-18	cvb452prey001	BOLD:AAB5129	504	MK207982	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole dossena	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY144-18	cvb452prey002	BOLD:AAB5129	658	MK207981	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole dossena	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY145-18	cvb452prey003	BOLD:AAB5129	505	MK207980	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole dossena	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY146-18	cvb452prey004	BOLD:AAB5129	512	MK207979	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole dossena	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY147-18	cvb452prey005	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY148-18	cvb452prey006	BOLD:ADO6829	514	MK208100	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY149-18	cvb452prey007	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY150-18	cvb452prey008	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY151-18	cvb452prey009	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY152-18	cvb452prey010	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY153-18	cvb452prey011	BOLD:AAB5129	505	MK207978	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole dossena	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY154-18	cvb452prey012	BOLD:ADO0144	658	MK207704	no image	deposited at  Museo Gustavo Orcés (EPN, Quito, Ecuador) 	Arthropoda	Insecta	Hymenoptera	Formicidae	Dolichoderinae	Dolichoderus	Dolichoderus sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton hamatum	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	29-Mar-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:40-21:45	Tropical rainforest	collected during army ant emigration
APREY	APREY155-18	cvb104prey001	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton lucanoides	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	21-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:30-18:30; 19:30-20:30	Tropical rainforest	collected during army ant emigration
APREY	APREY156-18	cvb104prey002	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton lucanoides	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	21-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:30-18:30; 19:30-20:30	Tropical rainforest	collected during army ant emigration
APREY	APREY157-18	cvb104prey003	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	adult	Eciton lucanoides	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	21-Feb-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	17:30-18:30; 19:30-20:30	Tropical rainforest	collected during army ant emigration
APREY	APREY158-18	cvb522prey001	BOLD:ADN6065	613	MK207681	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Crematogaster	Crematogaster torosa	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Neivamyrmex pilosus	Christoph von Beeren, Sebastian Pohl, Griffin Burke, and Daniel Kronauer	05-Apr-2013	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:15-22:00	Tropical rainforest	collected during army ant emigration
